#group,false,false,false,false,false,false,false,false,false,false,false,false,false,false
#datatype,long,long,string,long,double,long,double,double,long,long,double,dateTime:RFC3339,long,long
#default,,,,,,,,,,,,,,
,blue,clouds,device,green,humidity,luminosity,pressure,rainfall,red,rssi,temperature,time,visibility,weather
,12,75,ESP32,18,57.79,3,1024.03,0,11,-34,13.6,2024-12-04T14:32:29.470879894Z,10000,0
,11,75,ESP32,16,60.44,2,1024.03,0,10,-34,12.83,2024-12-04T14:35:06.127706933Z,10000,0
,12,75,ESP32,18,62,3,1024.01,0,11,-34,12.49,2024-12-04T14:37:42.789599039Z,10000,0
,10,75,ESP32,16,60.68,2,1023.99,0,9,-34,12.78,2024-12-04T14:40:19.456013657Z,10000,0
,11,75,ESP32,17,57.83,2,1023.91,0,10,-34,13.69,2024-12-04T14:42:56.099488417Z,10000,0
,10,75,ESP32,15,59.96,2,1023.92,0,9,-34,12.97,2024-12-04T14:45:32.762284346Z,10000,0
,10,75,ESP32,16,60.31,2,1023.86,0,10,-34,12.87,2024-12-04T14:48:09.40237262Z,10000,0
,13,75,ESP32,20,58.51,3,1023.81,0,12,-34,13.42,2024-12-04T14:50:46.377670459Z,10000,0
,14,75,ESP32,22,59.01,3,1023.85,0,14,-34,13.39,2024-12-04T14:53:23.030790819Z,10000,0
,14,75,ESP32,22,58.85,3,1023.82,0,13,-34,13.33,2024-12-04T14:55:59.701545124Z,10000,0
,13,75,ESP32,20,59.72,3,1023.76,0,12,-34,13.1,2024-12-04T14:58:36.340405567Z,10000,0
,12,75,ESP32,19,60.52,3,1023.72,0,12,-34,13.12,2024-12-04T15:01:12.995189243Z,10000,0
,12,75,ESP32,18,60.04,3,1023.67,0,11,-34,13.12,2024-12-04T15:03:49.636504823Z,10000,0
,11,75,ESP32,17,58.23,3,1023.68,0,10,-34,13.74,2024-12-04T15:06:26.298735108Z,10000,0
,10,75,ESP32,16,57.39,2,1023.64,0,10,-34,14,2024-12-04T15:09:02.959159566Z,10000,0
,9,75,ESP32,14,56.65,2,1023.67,0,9,-34,14.1,2024-12-04T15:11:39.620275829Z,10000,0
,9,75,ESP32,13,58.3,2,1023.63,0,8,-32,13.58,2024-12-04T15:14:16.26828322Z,10000,0
,8,75,ESP32,12,58.88,2,1023.67,0,7,-34,13.45,2024-12-04T15:16:52.925021401Z,10000,0
,8,75,ESP32,11,61.78,1,1023.63,0,7,-34,12.69,2024-12-04T15:19:29.568302352Z,10000,0
,7,75,ESP32,10,60.11,1,1023.6,0,6,-34,13.29,2024-12-04T15:22:06.310102336Z,10000,0
,6,75,ESP32,8,60.15,1,1023.61,0,5,-34,13.22,2024-12-04T15:24:42.945702588Z,10000,0
,5,75,ESP32,7,59.58,1,1023.53,0,4,-34,13.39,2024-12-04T15:27:19.618653161Z,10000,0
,5,75,ESP32,6,62.22,1,1023.55,0,3,-34,12.59,2024-12-04T15:29:56.301340185Z,10000,0
,4,75,ESP32,5,61.14,0,1023.57,0,3,-32,12.98,2024-12-04T15:32:33.019547573Z,10000,0
,4,75,ESP32,5,61.59,0,1023.58,0,2,-34,12.85,2024-12-04T15:35:09.640929744Z,10000,0
,3,75,ESP32,4,60.79,0,1023.62,0,2,-34,13.16,2024-12-04T15:37:46.297945636Z,10000,0
,3,75,ESP32,3,59.8,0,1023.59,0,1,-34,13.46,2024-12-04T15:40:22.931015358Z,10000,0
,2,75,ESP32,3,59.43,0,1023.55,0,1,-34,13.37,2024-12-04T15:42:59.591220096Z,10000,0
,2,75,ESP32,2,61.53,0,1023.56,0,1,-34,12.92,2024-12-04T15:45:36.259121728Z,10000,0
,2,75,ESP32,2,60.73,0,1023.53,0,1,-34,13.15,2024-12-04T15:48:12.940296846Z,10000,0
,1,75,ESP32,2,59.3,0,1023.56,0,0,-34,13.63,2024-12-04T15:50:49.588277975Z,10000,0
,1,75,ESP32,1,60.93,0,1023.56,0,0,-32,13.07,2024-12-04T15:53:26.266810989Z,10000,0
,1,75,ESP32,1,61.1,0,1023.59,0,0,-34,13.23,2024-12-04T15:56:02.918377614Z,10000,0
,0,75,ESP32,0,59.46,0,1023.58,0,0,-34,13.71,2024-12-04T15:58:39.584355549Z,10000,0
,0,75,ESP32,0,58.86,0,1023.56,0,0,-34,13.74,2024-12-04T16:01:16.231343607Z,10000,0
,0,100,ESP32,0,59.98,0,1023.57,0,0,-34,13.44,2024-12-04T16:03:52.952922332Z,10000,0
,0,100,ESP32,0,59.4,0,1023.59,0,0,-32,13.64,2024-12-04T16:06:29.585110213Z,10000,0
,0,100,ESP32,0,59.78,0,1023.55,0,0,-34,13.39,2024-12-04T16:09:06.296979059Z,10000,0
,0,100,ESP32,0,57.9,0,1023.53,0,0,-34,13.97,2024-12-04T16:11:42.953961874Z,10000,0
,0,100,ESP32,0,57.62,0,1023.51,0,0,-34,14.06,2024-12-04T16:14:19.640033838Z,10000,0
,0,100,ESP32,0,57.76,0,1023.52,0,0,-34,14.01,2024-12-04T16:16:56.273997889Z,10000,0
,0,100,ESP32,0,57.9,0,1023.49,0,0,-34,13.86,2024-12-04T16:19:32.91933083Z,10000,0
,0,100,ESP32,0,57.69,0,1023.46,0,0,-34,13.91,2024-12-04T16:22:09.549738559Z,10000,0
,0,100,ESP32,0,57.55,0,1023.44,0,0,-34,14.12,2024-12-04T16:24:46.230580191Z,10000,0
,0,100,ESP32,0,58.52,0,1023.49,0,0,-34,13.68,2024-12-04T16:27:22.882442868Z,10000,0
,0,100,ESP32,0,57.6,0,1023.36,0,0,-34,14.09,2024-12-04T16:29:59.549778786Z,10000,0
,0,100,ESP32,0,57.61,0,1023.39,0,0,-32,13.88,2024-12-04T16:32:36.211731336Z,10000,0
,0,75,ESP32,0,38.86,0,1029.16,0,0,-46,19,2024-12-09T07:03:26.356568423Z,10000,0
,0,75,ESP32,0,45.43,0,1029.27,0,0,-45,16.07,2024-12-09T07:06:03.026742668Z,10000,0
,0,75,ESP32,0,46.64,0,1029.27,0,0,-45,15.69,2024-12-09T07:08:39.673114053Z,10000,0
,0,75,ESP32,0,49.14,0,1029.31,0,0,-45,14.76,2024-12-09T07:11:16.338359167Z,10000,0
,0,75,ESP32,0,48.68,0,1029.33,0,0,-45,14.98,2024-12-09T07:13:52.983726544Z,10000,0
,0,75,ESP32,0,47.7,0,1029.36,0,0,-45,15.25,2024-12-09T07:16:29.642529171Z,10000,0
,0,75,ESP32,0,47.58,0,1029.36,0,0,-45,15.15,2024-12-09T07:19:06.311162831Z,10000,0
,0,75,ESP32,0,47.67,0,1029.36,0,0,-45,15.11,2024-12-09T07:21:42.983001303Z,10000,0
,0,75,ESP32,0,47.01,0,1029.38,0,0,-45,15.34,2024-12-09T07:24:19.617256437Z,10000,0
,0,75,ESP32,0,47.16,0,1029.41,0,0,-45,15.31,2024-12-09T07:26:56.301520691Z,10000,0
,0,75,ESP32,0,46.54,0,1029.4,0,0,-45,15.69,2024-12-09T07:29:32.946138321Z,10000,0
,0,75,ESP32,0,46.46,0,1029.45,0,0,-45,15.41,2024-12-09T07:32:09.653955142Z,10000,0
,0,75,ESP32,0,48.1,0,1029.53,0,0,-45,14.95,2024-12-09T07:34:46.320241917Z,10000,0
,1,75,ESP32,1,47.38,0,1029.5,0,1,-45,15.27,2024-12-09T07:37:22.974467131Z,10000,0
,1,75,ESP32,2,46.64,0,1029.54,0,2,-45,15.85,2024-12-09T07:39:59.61686904Z,10000,0
,2,75,ESP32,3,46.03,0,1029.61,0,2,-45,15.64,2024-12-09T07:42:36.291874182Z,10000,0
,2,75,ESP32,4,47.59,0,1029.58,0,3,-45,15.54,2024-12-09T07:45:12.937074062Z,10000,0
,3,75,ESP32,4,47.15,0,1029.76,0,3,-45,15.3,2024-12-09T07:47:49.620269505Z,10000,0
,4,75,ESP32,6,47.46,1,1029.71,0,3,-45,15.25,2024-12-09T07:50:26.277645893Z,10000,0
,4,75,ESP32,6,46.8,1,1029.74,0,3,-45,15.57,2024-12-09T07:53:02.94471658Z,10000,0
,3,75,ESP32,5,46.24,0,1029.64,0,3,-45,15.76,2024-12-09T07:55:39.606321981Z,10000,0
,8,75,ESP32,11,45.98,1,1029.66,0,6,-45,15.74,2024-12-09T07:58:16.287425992Z,10000,0
,9,75,ESP32,13,47.56,2,1029.79,0,7,-45,14.82,2024-12-09T08:00:52.946937521Z,10000,0
,11,75,ESP32,15,50.23,2,1029.82,0,9,-45,14.04,2024-12-09T08:03:29.64354346Z,10000,0
,12,75,ESP32,18,48.64,2,1029.73,0,10,-45,14.89,2024-12-09T08:06:06.324167458Z,10000,0
,14,75,ESP32,22,49.16,4,1029.8,0,17,-45,14.4,2024-12-09T08:08:42.972527717Z,10000,0
,15,75,ESP32,25,48.07,5,1029.83,0,19,-45,15.11,2024-12-09T08:11:19.631749388Z,10000,0
,17,75,ESP32,26,46.3,4,1029.74,0,18,-45,15.67,2024-12-09T08:13:56.318102252Z,10000,0
,19,75,ESP32,28,45.69,4,1029.77,0,17,-45,15.79,2024-12-09T08:16:32.975685609Z,10000,0
,21,75,ESP32,31,45.77,5,1029.75,0,19,-45,15.6,2024-12-09T08:19:09.664549526Z,10000,0
,23,75,ESP32,34,46.07,5,1029.76,0,20,-45,15.52,2024-12-09T08:21:46.35199391Z,10000,0
,25,75,ESP32,37,46.11,5,1029.87,0,22,-45,15.44,2024-12-09T08:24:23.02731483Z,10000,0
,27,75,ESP32,40,45.79,6,1029.91,0,25,-45,15.26,2024-12-09T08:26:59.683869832Z,10000,0
,29,75,ESP32,44,48.17,7,1029.89,0,27,-45,14.43,2024-12-09T08:29:36.356498184Z,10000,0
,31,75,ESP32,47,47.01,7,1029.86,0,29,-45,14.98,2024-12-09T08:32:13.087842919Z,10000,0
,33,40,ESP32,51,46.02,8,1029.89,0,31,-45,15.31,2024-12-09T08:34:49.785624764Z,10000,0
,36,40,ESP32,55,44.52,9,1029.88,0,34,-45,16.01,2024-12-09T08:37:26.453625135Z,10000,0
,37,40,ESP32,57,45.9,9,1029.9,0,36,-45,15.14,2024-12-09T08:40:03.130316834Z,10000,0
,40,40,ESP32,60,45.11,9,1029.86,0,37,-45,15.57,2024-12-09T08:42:39.787953084Z,10000,0
,43,40,ESP32,67,44.74,11,1029.92,0,42,-45,15.69,2024-12-09T08:45:16.437648073Z,10000,0
,44,40,ESP32,67,43.66,10,1029.79,0,41,-45,16.27,2024-12-09T08:47:53.08212087Z,10000,0
,46,40,ESP32,72,43.56,11,1029.88,0,45,-45,16.09,2024-12-09T08:50:29.741864263Z,10000,0
,48,40,ESP32,73,44.53,11,1029.83,0,44,-45,15.65,2024-12-09T08:53:06.399690761Z,10000,0
,51,40,ESP32,80,43.91,13,1029.83,0,50,-45,16.05,2024-12-09T08:55:43.067891193Z,10000,0
,58,40,ESP32,99,44.64,17,1029.88,0,69,-45,15.48,2024-12-09T08:58:19.716709723Z,10000,0
,63,40,ESP32,108,45.01,18,1029.93,0,76,-45,15.67,2024-12-09T09:00:56.370869807Z,10000,0
,57,40,ESP32,98,44.89,17,1029.92,0,68,-45,15.49,2024-12-09T09:03:33.004874491Z,10000,0
,56,40,ESP32,87,44.75,14,1029.92,0,54,-41,15.86,2024-12-09T09:06:09.700805748Z,10000,0
,63,40,ESP32,100,43.94,17,1029.96,0,66,-41,16.2,2024-12-09T09:08:46.353350009Z,10000,0
,65,20,ESP32,104,43.63,17,1029.88,0,67,-40,16.12,2024-12-09T09:11:23.073515968Z,10000,0
,78,20,ESP32,135,43.63,23,1030.08,0,96,-41,16.46,2024-12-09T09:13:59.746300274Z,10000,0
,83,20,ESP32,152,42.85,27,1030.04,0,112,-41,16.49,2024-12-09T09:16:36.472995193Z,10000,0
,90,20,ESP32,164,43.29,28,1030.03,0,122,-41,16.76,2024-12-09T09:19:13.201776586Z,10000,0
,81,20,ESP32,142,43.55,24,1030.05,0,97,-41,16.39,2024-12-09T09:21:49.896820063Z,10000,0
,99,20,ESP32,193,41.81,35,1030.01,0,149,-40,17.3,2024-12-09T09:24:26.570224302Z,10000,0
,108,20,ESP32,209,41.19,36,1030.01,0,161,-41,17.47,2024-12-09T09:27:03.23092375Z,10000,0
,83,20,ESP32,141,42.76,24,1030.06,0,95,-40,16.96,2024-12-09T09:29:39.869300815Z,10000,0
,79,20,ESP32,128,41.21,21,1030.03,0,82,-41,17.76,2024-12-09T09:32:16.596745326Z,10000,0
,88,20,ESP32,154,41.62,25,1030.01,0,112,-41,17.4,2024-12-09T09:34:53.315354925Z,10000,0
,90,75,ESP32,151,41.04,25,1030.06,0,102,-41,17.37,2024-12-09T09:37:29.99720774Z,10000,0
,92,75,ESP32,158,42.41,27,1030.13,0,104,-41,16.83,2024-12-09T09:40:06.673627884Z,10000,0
,107,75,ESP32,188,42.29,32,1030.03,0,138,-41,16.73,2024-12-09T09:42:43.362073074Z,10000,0
,118,75,ESP32,214,42.14,37,1030.17,0,162,-40,16.42,2024-12-09T09:45:20.032917868Z,10000,0
,139,75,ESP32,255,42.29,47,1030.16,0,200,-41,16.74,2024-12-09T09:47:56.707898328Z,10000,0
,117,75,ESP32,209,42.05,36,1030.14,0,146,-41,16.88,2024-12-09T09:50:33.381720596Z,10000,0
,118,75,ESP32,211,41.03,35,1030.07,0,150,-38,17.37,2024-12-09T09:53:10.058040243Z,10000,0
,181,75,ESP32,255,38.3,65,1030.06,0,255,-41,18.74,2024-12-09T09:55:46.702983403Z,10000,0
,186,75,ESP32,255,35.91,64,1030.16,0,255,-41,19.53,2024-12-09T09:58:23.45499127Z,10000,0
,255,75,ESP32,255,37.09,152,1030.2,0,255,-41,19.23,2024-12-09T10:01:00.142302698Z,10000,0
,99,75,ESP32,160,38.86,26,1030.15,0,100,-41,17.95,2024-12-09T10:03:36.845908348Z,10000,0
,131,75,ESP32,233,36.65,39,1030.22,0,158,-41,19.11,2024-12-09T10:06:13.515156685Z,10000,0
,255,75,ESP32,255,37.74,184,1030.22,0,255,-41,18.5,2024-12-09T10:08:50.213730563Z,10000,0
,161,75,ESP32,255,41.24,51,1030.17,0,208,-41,16.72,2024-12-09T10:11:27.012824068Z,10000,0
,214,75,ESP32,255,39.62,73,1030.13,0,255,-41,17.79,2024-12-09T10:14:03.675945923Z,10000,0
,128,75,ESP32,231,39.11,38,1030.1,0,156,-41,18.04,2024-12-09T10:16:40.33883288Z,10000,0
,108,75,ESP32,186,39.42,30,1030.1,0,128,-41,17.71,2024-12-09T10:19:17.045715696Z,10000,0
,92,75,ESP32,158,39.9,25,1030.1,0,107,-41,17.57,2024-12-09T10:21:53.693920329Z,10000,0
,104,75,ESP32,173,40.76,28,1030.11,0,111,-40,17.24,2024-12-09T10:24:30.370629733Z,10000,0
,115,75,ESP32,193,41.37,31,1030.12,0,130,-41,17.31,2024-12-09T10:27:07.033375186Z,10000,0
,103,75,ESP32,169,40.71,27,1030.09,0,108,-40,17.31,2024-12-09T10:29:43.767043644Z,10000,0
,110,75,ESP32,186,39.97,30,1030.13,0,124,-41,17.56,2024-12-09T10:32:20.455396253Z,10000,0
,95,75,ESP32,157,41.84,24,1030.19,0,111,-41,16.54,2024-12-09T10:34:57.130771547Z,10000,0
,75,75,ESP32,120,41.17,18,1030.19,0,81,-41,17.05,2024-12-09T10:37:33.796591455Z,10000,0
,54,75,ESP32,82,41.47,12,1030.15,0,55,-41,16.78,2024-12-09T10:40:10.457036605Z,10000,0
,66,75,ESP32,104,41.52,15,1030.24,0,74,-41,16.67,2024-12-09T10:42:47.171376242Z,10000,0
,61,75,ESP32,93,41.79,13,1030.26,0,62,-43,16.71,2024-12-09T10:45:25.243879492Z,10000,0
,40,75,ESP32,59,41.01,8,1030.27,0,38,-43,17.26,2024-12-09T10:48:04.910798855Z,10000,0
,37,75,ESP32,55,41.74,8,1030.29,0,34,-43,16.77,2024-12-09T10:50:41.560320843Z,10000,0
,44,75,ESP32,67,42.17,10,1030.29,0,43,-43,15.96,2024-12-09T10:53:18.209025258Z,10000,0
,50,75,ESP32,79,42.25,11,1030.21,0,55,-43,16.51,2024-12-09T10:55:54.872822695Z,10000,0
,56,75,ESP32,87,40.92,12,1030.23,0,59,-42,16.93,2024-12-09T10:58:31.521651978Z,10000,0
,51,75,ESP32,78,40.63,11,1030.16,0,52,-43,17.3,2024-12-09T11:01:08.186760681Z,10000,0
,48,75,ESP32,75,41.07,11,1030.17,0,49,-43,16.81,2024-12-09T11:03:44.859164896Z,10000,0
,44,75,ESP32,68,40.92,10,1030.23,0,44,-43,16.83,2024-12-09T11:06:21.505602442Z,10000,0
,53,75,ESP32,81,43.32,11,1030.31,0,56,-43,15.82,2024-12-09T11:08:58.163919413Z,10000,0
,28,75,ESP32,38,43.42,5,1030.14,0,22,-42,15.73,2024-12-09T11:11:34.871876474Z,10000,0
,32,75,ESP32,45,42.97,6,1030.23,0,27,-43,15.84,2024-12-09T11:14:11.518823658Z,10000,0
,64,75,ESP32,97,44.2,14,1030.34,0,63,-43,15.04,2024-12-09T11:16:48.179187199Z,10000,0
,68,75,ESP32,112,43.45,17,1030.18,0,75,-43,15.79,2024-12-09T11:19:24.840167886Z,10000,0
,38,75,ESP32,56,42.93,8,1030.19,0,34,-44,15.78,2024-12-09T11:22:01.51333851Z,10000,0
,48,75,ESP32,75,43.12,11,1030.06,0,49,-43,15.87,2024-12-09T11:24:38.175591656Z,10000,0
,132,75,ESP32,221,42.03,35,1030.09,0,150,-43,16.29,2024-12-09T11:27:14.852179242Z,10000,0
,246,75,ESP32,255,39.07,76,1030.21,0,255,-43,17.89,2024-12-09T11:29:51.487335755Z,10000,0
,215,75,ESP32,255,35.02,67,1030.11,0,255,-42,19.5,2024-12-09T11:32:28.142834953Z,10000,0
,65,75,ESP32,111,38.88,17,1030.05,0,71,-44,17.63,2024-12-09T11:35:04.807366421Z,10000,0
,79,75,ESP32,131,40.47,20,1030.11,0,90,-43,16.8,2024-12-09T11:37:41.450744823Z,10000,0
,63,75,ESP32,98,40.27,14,1030.13,0,65,-44,17.04,2024-12-09T11:40:18.081192471Z,10000,0
,41,75,ESP32,61,41.52,9,1030.08,0,39,-43,16.81,2024-12-09T11:42:54.72640888Z,10000,0
,23,75,ESP32,36,41.61,5,1030,0,23,-42,16.86,2024-12-09T11:45:31.386469991Z,10000,0
,44,75,ESP32,73,42.13,11,1030.11,0,49,-43,16.65,2024-12-09T11:48:08.008175977Z,10000,0
,51,75,ESP32,70,41.97,10,1030.06,0,41,-44,16.65,2024-12-09T11:50:44.649957934Z,10000,0
,84,75,ESP32,125,42.3,18,1030.06,0,75,-43,16.57,2024-12-09T11:53:21.301884045Z,10000,0
,80,75,ESP32,130,40.71,20,1030.05,0,87,-41,17.03,2024-12-09T11:55:57.947052982Z,10000,0
,98,75,ESP32,157,40.65,24,1029.99,0,105,-41,17.09,2024-12-09T11:58:34.668381623Z,10000,0
,101,75,ESP32,169,41.03,26,1030.07,0,112,-41,16.81,2024-12-09T12:01:11.368519139Z,10000,0
,161,75,ESP32,255,40.16,47,1029.98,0,195,-41,17.34,2024-12-09T12:03:48.041983946Z,10000,0
,98,75,ESP32,164,40.8,25,1030.02,0,117,-40,16.67,2024-12-09T12:06:24.717440233Z,10000,0
,82,75,ESP32,130,41.86,20,1030.04,0,85,-41,16.06,2024-12-09T12:09:01.42998552Z,10000,0
,62,75,ESP32,95,40.68,14,1029.92,0,62,-42,16.83,2024-12-09T12:11:38.119740967Z,10000,0
,74,75,ESP32,97,42.09,13,1029.92,0,50,-41,16.38,2024-12-09T12:14:14.843791849Z,10000,0
,132,75,ESP32,225,40.57,38,1029.88,0,148,-41,17.14,2024-12-09T12:16:51.502366018Z,10000,0
,88,75,ESP32,135,39.36,20,1029.84,0,82,-41,17.5,2024-12-09T12:19:28.156026323Z,10000,0
,92,75,ESP32,147,39.3,22,1029.83,0,95,-42,18.06,2024-12-09T12:22:04.824360784Z,10000,0
,124,75,ESP32,217,39.64,34,1029.79,0,159,-41,17.33,2024-12-09T12:24:41.465529105Z,10000,0
,84,75,ESP32,135,40.01,21,1029.89,0,88,-41,16.96,2024-12-09T12:27:18.142940882Z,10000,0
,90,75,ESP32,144,40.3,22,1029.8,0,96,-41,17.29,2024-12-09T12:29:54.847531322Z,10000,0
,88,75,ESP32,145,40.44,22,1029.81,0,98,-41,17.18,2024-12-09T12:32:31.517072854Z,10000,0
,122,75,ESP32,206,39.11,32,1029.86,0,144,-41,18.02,2024-12-09T12:35:08.195912104Z,10000,0
,94,75,ESP32,152,39.55,24,1029.83,0,100,-41,17.64,2024-12-09T12:37:44.911725966Z,10000,0
,75,75,ESP32,126,39.94,20,1029.79,0,86,-41,17.44,2024-12-09T12:40:21.570832759Z,10000,0
,81,75,ESP32,128,39.84,19,1029.86,0,85,-41,16.94,2024-12-09T12:42:58.276722624Z,10000,0
,73,75,ESP32,114,39.73,17,1029.72,0,73,-45,17.73,2024-12-09T12:45:34.934262281Z,10000,0
,88,75,ESP32,138,38.73,21,1029.93,0,87,-46,17.84,2024-12-09T12:48:11.631176635Z,10000,0
,75,75,ESP32,125,38.94,19,1029.84,0,91,-45,17.5,2024-12-09T12:50:48.29049241Z,10000,0
,88,75,ESP32,154,39.24,24,1029.93,0,109,-45,17.45,2024-12-09T12:53:24.945658831Z,10000,0
,68,75,ESP32,109,39.29,17,1029.89,0,75,-45,17.25,2024-12-09T12:56:01.657250468Z,10000,0
,64,75,ESP32,102,40.49,15,1029.83,0,67,-45,16.72,2024-12-09T12:58:38.304488575Z,10000,0
,46,75,ESP32,72,39.62,11,1029.92,0,48,-45,16.97,2024-12-09T13:01:14.95474431Z,10000,0
,47,40,ESP32,74,40.32,11,1029.94,0,49,-45,16.64,2024-12-09T13:03:51.597709556Z,10000,0
,31,40,ESP32,48,40.19,7,1029.89,0,31,-45,16.7,2024-12-09T13:06:28.253872883Z,10000,0
,35,40,ESP32,54,42.29,8,1029.86,0.14,35,-45,15.9,2024-12-09T13:09:04.926668956Z,10000,0
,23,40,ESP32,35,41.29,5,1029.84,0.14,22,-45,16.39,2024-12-09T13:11:41.597975679Z,10000,0
,20,40,ESP32,30,41.75,4,1029.83,0,19,-45,16.36,2024-12-09T13:14:18.261217147Z,10000,0
,25,40,ESP32,38,40.82,5,1029.87,0,25,-45,16.69,2024-12-09T13:16:54.908530694Z,10000,0
,29,40,ESP32,43,41.67,6,1029.83,0,28,-45,16.53,2024-12-09T13:19:31.566793157Z,10000,0
,29,40,ESP32,43,43.33,6,1029.88,0,28,-45,15.76,2024-12-09T13:22:08.225404584Z,10000,0
,26,40,ESP32,38,42.24,5,1029.86,0,25,-45,16.46,2024-12-09T13:24:44.908465135Z,10000,0
,16,40,ESP32,24,42.42,3,1029.8,0,15,-41,16.28,2024-12-09T13:27:21.621581829Z,10000,0
,16,40,ESP32,24,41.67,3,1029.8,0,16,-41,16.65,2024-12-09T13:29:58.364437183Z,10000,0
,16,40,ESP32,24,41.92,3,1029.83,0,15,-40,16.6,2024-12-09T13:32:35.045369418Z,10000,0
,13,75,ESP32,20,42.12,3,1029.73,0,13,-38,16.66,2024-12-09T13:35:11.732130333Z,10000,0
,11,75,ESP32,16,42.2,2,1029.84,0,10,-41,16.97,2024-12-09T13:37:48.372431644Z,10000,0
,11,75,ESP32,16,40.57,2,1029.75,0,10,-42,18.13,2024-12-09T13:40:25.034352745Z,10000,0
,11,75,ESP32,17,39.74,2,1029.84,0,11,-41,18.93,2024-12-09T13:43:01.685790472Z,10000,0
,10,75,ESP32,15,39.13,2,1029.81,0.1,9,-41,19.48,2024-12-09T13:45:38.367449701Z,10000,0
,11,75,ESP32,16,38.59,2,1029.76,0.1,10,-42,19.89,2024-12-09T13:48:15.029472195Z,10000,0
,7,75,ESP32,11,38.25,1,1029.85,0.1,7,-41,20.22,2024-12-09T13:50:51.695257104Z,10000,0
,9,75,ESP32,14,38.63,2,1029.71,0.1,9,-42,20.58,2024-12-09T13:53:28.407004486Z,10000,0
,12,75,ESP32,18,38.79,2,1029.8,0,11,-42,20.81,2024-12-09T13:56:05.12280917Z,10000,0
,11,75,ESP32,17,39.12,2,1029.86,0,10,-41,21.05,2024-12-09T13:58:41.827552037Z,10000,0
,13,75,ESP32,19,39.07,2,1029.81,0,12,-42,21.26,2024-12-09T14:01:18.593190169Z,10000,0
,19,75,ESP32,29,39.03,4,1029.8,0,18,-41,21.48,2024-12-09T14:03:55.39968925Z,10000,0
,23,100,ESP32,34,38.9,5,1029.75,0,21,-41,21.69,2024-12-09T14:06:32.073275384Z,7000,0
,24,100,ESP32,36,38.95,5,1029.82,0,22,-41,21.89,2024-12-09T14:09:08.762823318Z,7000,0
,23,100,ESP32,34,38.85,5,1029.73,0,21,-41,22.06,2024-12-09T14:11:45.462798043Z,7000,0
,18,100,ESP32,27,39.1,4,1029.72,0,17,-42,22.18,2024-12-09T14:14:22.121984303Z,7000,0
,18,100,ESP32,26,39.22,3,1029.64,0,16,-45,22.28,2024-12-09T14:16:58.777296233Z,7000,0
,14,100,ESP32,20,39.39,2,1029.7,0,11,-45,22.39,2024-12-09T14:19:35.425395379Z,7000,0
,14,100,ESP32,21,39.55,3,1029.76,0,13,-45,22.47,2024-12-09T14:22:12.10033358Z,7000,0
,14,100,ESP32,20,39.61,3,1029.76,0,13,-45,22.57,2024-12-09T14:24:48.745285626Z,7000,0
,9,100,ESP32,10,39.78,1,1029.78,0,5,-45,22.64,2024-12-09T14:27:25.386675756Z,7000,0
,8,100,ESP32,9,39.89,1,1029.77,0,4,-45,22.69,2024-12-09T14:30:02.018428675Z,7000,0
,9,100,ESP32,10,40.03,1,1029.78,0,4,-44,22.78,2024-12-09T14:32:38.666670936Z,7000,0
,11,100,ESP32,14,40.12,1,1029.72,0,7,-45,22.87,2024-12-09T14:35:15.317880922Z,7000,0
,7,100,ESP32,9,40.19,1,1029.75,0,4,-45,22.94,2024-12-09T14:37:51.981255668Z,5000,0
,7,100,ESP32,8,40.39,1,1029.77,0,4,-45,23.04,2024-12-09T14:40:28.637255428Z,5000,0
,6,100,ESP32,7,40.52,1,1029.75,0,3,-45,23.11,2024-12-09T14:43:05.294746193Z,5000,0
,5,100,ESP32,6,40.63,0,1029.7,0,3,-45,23.16,2024-12-09T14:45:41.938178508Z,5000,0
,5,100,ESP32,7,40.69,0,1029.77,0,3,-45,23.22,2024-12-09T14:48:18.585528264Z,5000,0
,6,100,ESP32,7,40.78,1,1029.78,0,3,-45,23.28,2024-12-09T14:50:55.256060356Z,5000,0
,7,100,ESP32,8,40.87,1,1029.77,0,4,-44,23.34,2024-12-09T14:53:31.898172449Z,5000,0
,6,100,ESP32,8,41.13,1,1029.74,0,4,-44,23.41,2024-12-09T14:56:08.540548254Z,5000,0
,4,100,ESP32,6,41.14,0,1029.71,0,3,-45,23.46,2024-12-09T14:58:45.191584163Z,5000,0
,5,100,ESP32,8,41.32,1,1029.73,0,4,-45,23.51,2024-12-09T15:01:21.846171575Z,5000,0
,7,75,ESP32,11,41.3,1,1029.79,0,7,-45,23.57,2024-12-09T15:03:58.492519557Z,10000,0
,5,75,ESP32,7,41.35,1,1029.72,0,4,-44,23.62,2024-12-09T15:06:35.143959648Z,10000,0
,4,75,ESP32,5,41.28,0,1029.65,0,3,-44,23.67,2024-12-09T15:09:11.788335483Z,10000,0
,3,75,ESP32,4,41.44,0,1029.72,0,2,-43,23.71,2024-12-09T15:11:48.455146277Z,10000,0
,2,75,ESP32,3,41.53,0,1029.75,0,2,-43,23.74,2024-12-09T15:14:25.112461498Z,10000,0
,2,75,ESP32,3,41.63,0,1029.75,0,1,-44,23.78,2024-12-09T15:17:01.786642365Z,10000,0
,2,75,ESP32,3,41.78,0,1029.83,0,1,-44,23.82,2024-12-09T15:19:38.437511969Z,10000,0
